# lambda: Angstroms, f_lambda: erg/s/cm^2/Angstrom,                          Teff=8878.4K,rad=2.271Rsol.
lambda	 f_lambda
5.955102020993185230e+06	8.521497388013880476e-23
5.961003160591804422e+06	8.487523231102423324e-23
5.966910147856595926e+06	8.453684524955628065e-23
5.972822988582211547e+06	8.419980729548171428e-23
5.978741688569082879e+06	8.386411307007542251e-23
5.984666253623377532e+06	8.352975721605727208e-23
5.990596689557016827e+06	8.319673439750593264e-23
5.996533002187679522e+06	8.286503929977377092e-23
6.002475197338823229e+06	8.253466662940129825e-23
6.008423280839640647e+06	8.220561111403540321e-23
6.014377258525147103e+06	8.187786750234053125e-23
6.020337136236092076e+06	8.155143056392022043e-23
6.026302919819050469e+06	8.122629508922893938e-23
6.032274615126378834e+06	8.090245588949165994e-23
6.038252228016230278e+06	8.057990779662035008e-23
6.044235764352579601e+06	8.025864566313084288e-23
6.050225230005171150e+06	7.993866436206331442e-23
6.056220630849617533e+06	7.961995878689526184e-23
6.062221972767303698e+06	7.930252385146777643e-23
6.068229261645480990e+06	7.898635448989660564e-23
6.074242503377219662e+06	7.867144565649325395e-23
6.080261703861433081e+06	7.835779232568964545e-23
6.086286869002876803e+06	7.804538949195207759e-23
6.092318004712171853e+06	7.773423216970073515e-23
6.098355116905772127e+06	7.742431539323845523e-23
6.104398211505991407e+06	7.711563421666059039e-23
6.110447294441039674e+06	7.680818371378499616e-23
6.116502371644988656e+06	7.650195897806583209e-23
6.122563449057789519e+06	7.619695512252095141e-23
6.128630532625280321e+06	7.589316727965383648e-23
6.134703628299203701e+06	7.559059060136977430e-23
6.140782742037160322e+06	7.528922025890709006e-23
6.146867879802707583e+06	7.498905144275273491e-23
6.152959047565260902e+06	7.469007936257043974e-23
6.159056251300188713e+06	7.439229924712299149e-23
6.165159496988767758e+06	7.409570634419247588e-23
6.171268790618202649e+06	7.380029592050934803e-23
6.177384138181643561e+06	7.350606326167556695e-23
6.183505545678139664e+06	7.321300367208945788e-23
6.189633019112738781e+06	7.292111247486589629e-23
6.195766564496386796e+06	7.263038501177193774e-23
6.201906187846022658e+06	7.234081664314224110e-23
6.208051895184538327e+06	7.205240274781043142e-23
6.214203692540790886e+06	7.176384828303371980e-23
6.220361585949613713e+06	7.147585350013609963e-23
6.226525581451833248e+06	7.118901446622460125e-23
6.232695685094221495e+06	7.090332654317681393e-23
6.238871902929596603e+06	7.061878511147893143e-23
6.245054241016720422e+06	7.033538557015968934e-23
6.251242705420400016e+06	7.005312333670964376e-23
6.257437302211436443e+06	6.977199384701050067e-23
6.263638037466649897e+06	6.949199255525849715e-23
6.269844917268891819e+06	6.921311493389370721e-23
6.276057947707004845e+06	6.893535647352743142e-23
6.282277134875917807e+06	6.865871268286357994e-23
6.288502484876544215e+06	6.838317908863398500e-23
6.294734003815884702e+06	6.810875123552043037e-23
6.300971697806978598e+06	6.783542468608315784e-23
6.307215572968920693e+06	6.756319502069250039e-23
6.313465635426872410e+06	6.729205783745293358e-23
6.319721891312074848e+06	6.702200875213580195e-23
6.325984346761808731e+06	6.675304339810620331e-23
6.332253007919485681e+06	6.648515742625237676e-23
6.338527880934555084e+06	6.621834650491812355e-23
6.344808971962597221e+06	6.595260631982731681e-23
6.351096287165282294e+06	6.568793257402010749e-23
6.357389832710382529e+06	6.542432098777858608e-23
6.363689614771797322e+06	6.516176729856080214e-23
6.369995639529504813e+06	6.490026726093237400e-23
6.376307913169658743e+06	6.463981664649250317e-23
6.382626441884490661e+06	6.438041124381306022e-23
6.388951231872408651e+06	6.412204685836517515e-23
6.395282289337947033e+06	6.386471931245194036e-23
6.401619620491792448e+06	6.360842444514400528e-23
6.407963231550782919e+06	6.335315811220812986e-23
6.414313128737930208e+06	6.309891618604331992e-23
6.420669318282376043e+06	6.284569455561451756e-23
6.427031806419484317e+06	6.259348912638106055e-23
6.433400599390747026e+06	6.234229582023759021e-23
6.439775703443879262e+06	6.209211057544306335e-23
6.446157124832775444e+06	6.184292934655551229e-23
6.452544869817526080e+06	6.159474810436924999e-23
6.458938944664439186e+06	6.134756283584711452e-23
6.465339355645990930e+06	6.110136954405864986e-23
6.471746109040929005e+06	6.085616424811043428e-23
6.478159211134166457e+06	6.061194298308672969e-23
6.484578668216886930e+06	6.036870179998334831e-23
6.491004486586494371e+06	6.012643676564233044e-23
6.497436672546630725e+06	5.988514396269132422e-23
6.503875232407188974e+06	5.964481948947825168e-23
6.510320172484322451e+06	5.940545946000871360e-23
6.516771499100422487e+06	5.916706000388265395e-23
6.523229218584140763e+06	5.892961726623424507e-23
6.529693337270430289e+06	5.869312740766466115e-23
6.536163861500506289e+06	5.845758660418536062e-23
6.542640797621869482e+06	5.822299104715187059e-23
6.549124151988307945e+06	5.798933694320559984e-23
6.555613930959921330e+06	5.775662051421009177e-23
6.562110140903072432e+06	5.752483799719277867e-23
6.568612788190484047e+06	5.729398564427894243e-23
6.575121879201141186e+06	5.706405972263819430e-23
6.581637420320390724e+06	5.683505651441703677e-23
6.588159417939892970e+06	5.660697231668437939e-23
6.594687878457643092e+06	5.637980344136749786e-23
6.601222808277987875e+06	5.615354621519515187e-23
6.607764213811581954e+06	5.592819697963861051e-23
6.614312101475485601e+06	5.570375209084801103e-23
6.620866477693064138e+06	5.548020791959970845e-23
6.627427348894087598e+06	5.525756085123315151e-23
6.633994721514685079e+06	5.503580728559325993e-23
6.640568601997363381e+06	5.481494363697271939e-23
6.647148996791013516e+06	5.459496633405487604e-23
6.653735912350930274e+06	5.437587181985419767e-23
6.660329355138764717e+06	5.415765655166142518e-23
6.666929331622624770e+06	5.394031700098141243e-23
6.673535848276973702e+06	5.372384965348273277e-23
6.680148911582732573e+06	5.350825100893416714e-23
6.686768528027229011e+06	5.329351758115304102e-23
6.693394704104220495e+06	5.307964589794657906e-23
6.700027446313912049e+06	5.286663250105622780e-23
6.706666761162911542e+06	5.265447394610175500e-23
6.713312655164325610e+06	5.244459481318013827e-23
6.719965134837662801e+06	5.223698415657729991e-23
6.726624206708932295e+06	5.203019536131000050e-23
6.733289877310597338e+06	5.182422517390336265e-23
6.739962153181592003e+06	5.161907035376194799e-23
6.746641040867332369e+06	5.141472767311872898e-23
6.753326546919734217e+06	5.121119391698392553e-23
6.760018677897163667e+06	5.100846588309608675e-23
6.766717440364540555e+06	5.080654038186918204e-23
6.773422840893236920e+06	5.060541423634411773e-23
6.780134886061176658e+06	5.040508428213790876e-23
6.786853582452787086e+06	5.020554736739553042e-23
6.793578936659022234e+06	5.000680035273827889e-23
6.800310955277381465e+06	4.980884011121399491e-23
6.807049644911858253e+06	4.961166352825150752e-23
6.813795012173046358e+06	4.941526750160717254e-23
6.820547063678036444e+06	4.921964894131971015e-23
6.827305806050515734e+06	4.902480476965915308e-23
6.834071245920721442e+06	4.883073192107843982e-23
6.840843389925463125e+06	4.863742734216720004e-23
6.847622244708124548e+06	4.844488799160208405e-23
6.854407816918687895e+06	4.825311084009894373e-23
6.861200113213697448e+06	4.806209287036632995e-23
6.867999140256292187e+06	4.787183107705725616e-23
6.874804904716242105e+06	4.768232246672110894e-23
6.881617413269914687e+06	4.749356405775773903e-23
6.888436672600290738e+06	4.730555288037016534e-23
6.895262689396975562e+06	4.711828597651784316e-23
6.902095470356214792e+06	4.693176039986972081e-23
6.908935022180850618e+06	4.674597321575946505e-23
6.915781351580421440e+06	4.656092150113656050e-23
6.922634465271058492e+06	4.637660234452378028e-23
6.929494369975591078e+06	4.619301284596718634e-23
6.936361072423496284e+06	4.601015011699393511e-23
6.943234579350918531e+06	4.582801128056643319e-23
6.950114897500693798e+06	4.564659347103519418e-23
6.957002033622294664e+06	4.546589383409523958e-23
6.963895994471940212e+06	4.528590952674048371e-23
6.970796786812487990e+06	4.510663771722045793e-23
6.977704417413539253e+06	4.492807558499353183e-23
6.984618893051388673e+06	4.475022032068403703e-23
6.991540220509046689e+06	4.457306912603768074e-23
6.998468406576245092e+06	4.439661921387752934e-23
7.005403458049458452e+06	4.422086780805978629e-23
7.012345381731851958e+06	4.404581214343156837e-23
7.019294184433392249e+06	4.387144946578523184e-23
7.026249872970733792e+06	4.369777703181648374e-23
7.033212454167331569e+06	4.352479210908084150e-23
7.040181934853386134e+06	4.335249197595068048e-23
7.047158321865865961e+06	4.318087392157237534e-23
7.054141622048531659e+06	4.300993524582332404e-23
7.061131842251879163e+06	4.283967325927085841e-23
7.068128989333253354e+06	4.267008528312748132e-23
7.075133070156734437e+06	4.250116864921151115e-23
7.082144091593247838e+06	4.233292069990301248e-23
7.089162060520513915e+06	4.216533878810198964e-23
7.096186983823070303e+06	4.199842027718812606e-23
7.103218868392272852e+06	4.183216254097928338e-23
7.110257721126324497e+06	4.166656296368849606e-23
7.117303548930216581e+06	4.150161893988413970e-23
7.124356358715845272e+06	4.133732787444830680e-23
7.131416157401895151e+06	4.117368718253729842e-23
7.138482951913950033e+06	4.101069428953894783e-23
7.145556749184444547e+06	4.084834663103344714e-23
7.152637556152679026e+06	4.068664165275267527e-23
7.159725379764849320e+06	4.052557681053967269e-23
7.166820226973987184e+06	4.036514957030993836e-23
7.173922104740074836e+06	4.020535740800925877e-23
7.181031020029932261e+06	4.004619780957660945e-23
7.188146979817326181e+06	3.988766827090231902e-23
7.195269991082920693e+06	3.972976629778998325e-23
7.202400060814297758e+06	3.957248940591687437e-23
7.209537196005960926e+06	3.941583512079520268e-23
7.216681403659361415e+06	3.925882198135257707e-23
7.223832690782845020e+06	3.910236672935087229e-23
7.230991064391760156e+06	3.894653498678299396e-23
7.238156531508347020e+06	3.879132426882399610e-23
7.245329099161851220e+06	3.863673210055054486e-23
7.252508774388467893e+06	3.848275601690245037e-23
7.259695564231364056e+06	3.832939356264428697e-23
7.266889475740700960e+06	3.817664229232402747e-23
7.274090515973582864e+06	3.802449977023659700e-23
7.281298691994166002e+06	3.787296357038248383e-23
7.288514010873545893e+06	3.772203127643158117e-23
7.295736479689871892e+06	3.757170048168247980e-23
7.302966105528291315e+06	3.742196878902531071e-23
7.310202895480971783e+06	3.727283381090325351e-23
7.317446856647111475e+06	3.712429316927440928e-23
7.324697996132954024e+06	3.697634449557363815e-23
7.331956321051759645e+06	3.682898543067564878e-23
7.339221838523834012e+06	3.668221362485680656e-23
7.346494555676570162e+06	3.653602673775705343e-23
7.353774479644407518e+06	3.639042243834348523e-23
7.361061617568857968e+06	3.624539840487290042e-23
7.368355976598507725e+06	3.610095232485475441e-23
7.375657563889043406e+06	3.595708189501401389e-23
7.382966386603195220e+06	3.581378482125559817e-23
7.390282451910853386e+06	3.567105881862573479e-23
7.397605766988952644e+06	3.552890161127787604e-23
7.404936339021584019e+06	3.538731093243436612e-23
7.412274175199942663e+06	3.524628452435145254e-23
7.419619282722350210e+06	3.510582013828299861e-23
7.426971668794276193e+06	3.496591553444436046e-23
7.434331340628284961e+06	3.482656848197749258e-23
7.441698305444148369e+06	3.468777675891454267e-23
7.449072570468732156e+06	3.454953815214298064e-23
7.456454142936109565e+06	3.441185045736946979e-23
7.463843030087507330e+06	3.427471147908555413e-23
7.471239239171325229e+06	3.413811903053238179e-23
7.478642777443149127e+06	3.400207093366609847e-23
7.486053652165767737e+06	3.386656501912146000e-23
7.493471870609122328e+06	3.373159912618112844e-23
7.500897440050418489e+06	3.359717110273649287e-23
7.508330367774012499e+06	3.346327880525696543e-23
7.515770661071524024e+06	3.332992009875358219e-23
7.523218327241783030e+06	3.319709285674606575e-23
7.530673373590853997e+06	3.306479496122863603e-23
7.538135807432055473e+06	3.293302430263599143e-23
7.545605636085905135e+06	3.280177877981071241e-23
7.553082866880238988e+06	3.267105629996789669e-23
7.560567507150091231e+06	3.254085477866393817e-23
7.568059564237811603e+06	3.241117213976140312e-23
7.575559045493011363e+06	3.228200631539699212e-23
7.583065958272582851e+06	3.215335524594831466e-23
7.590580309940708801e+06	3.202521688000078727e-23
7.598102107868885621e+06	3.189758917431568357e-23
7.605631359435867518e+06	3.177047009379704409e-23
7.613168072027784772e+06	3.164385761145845681e-23
7.620712253038019873e+06	3.151774970839278816e-23
7.628263909867333248e+06	3.139214437373716508e-23
7.635823049923801795e+06	3.126703960464348772e-23
7.643389680622841232e+06	3.114243340624519235e-23
7.650963809387234040e+06	3.101832379162545422e-23
7.658545443647070788e+06	3.089470878178653655e-23
7.666134590839866549e+06	3.077158640561617142e-23
7.673731258410443552e+06	3.064895469985918915e-23
7.681335453811049461e+06	3.052681170908292947e-23
7.688947184501299635e+06	3.040515548564805978e-23
7.696566457948204130e+06	3.028398408967704258e-23
7.704193281626169570e+06	3.016329558902318467e-23
7.711827663017025217e+06	3.004306721015062487e-23
7.719469609609969892e+06	2.992325204279230926e-23
7.727119128901682794e+06	2.980391471194187765e-23
7.734776228396211751e+06	2.968505331193373863e-23
7.742440915605086833e+06	2.956666594470111359e-23
7.750113198047266342e+06	2.944875071974739579e-23
7.757793083249159157e+06	2.933130575411527010e-23
7.765480578744647093e+06	2.921432917235733744e-23
7.773175692075031810e+06	2.909781910650546371e-23
7.780878430789150298e+06	2.898177369604118088e-23
7.788588802443256602e+06	2.886619108786598226e-23
7.796306814601141028e+06	2.875106943627196447e-23
7.804032474834071472e+06	2.863640690291163494e-23
7.811765790720821358e+06	2.852220165676929445e-23
7.819506769847670570e+06	2.840845187413129713e-23
7.827255419808436185e+06	2.829515573855763878e-23
7.835011748204424977e+06	2.818231144085202877e-23
7.842775762644478120e+06	2.806991717903460682e-23
7.850547470745009370e+06	2.795797115830994016e-23
7.858326880129960366e+06	2.784647159104205606e-23
7.866113998430832289e+06	2.773541669672403172e-23
7.873908833286685869e+06	2.762480470194937696e-23
7.881711392344167456e+06	2.751463384038391043e-23
7.889521683257454075e+06	2.740490235273914058e-23
7.897339713688370772e+06	2.729560848674125024e-23
7.905165491306271404e+06	2.718675049710559427e-23
7.912999023788156919e+06	2.707832664550789995e-23
7.920840318818620406e+06	2.697033520055588464e-23
7.928689384089870378e+06	2.686277443776313047e-23
7.936546227301752195e+06	2.675564263951977923e-23
7.944410856161695905e+06	2.664893809506666560e-23
7.952283278384829871e+06	2.654265910046711122e-23
7.960163501693867147e+06	2.643680395858012632e-23
7.968051533819217235e+06	2.633137097903248289e-23
7.975947382498938590e+06	2.622635847819321240e-23
7.983851055478755385e+06	2.612176477914499419e-23
7.991762560512066819e+06	2.601758821165910281e-23
7.999681905359972268e+06	2.591382711216702272e-23
8.007609097791213542e+06	2.581047982373537796e-23
8.015544145582294092e+06	2.570754469603861367e-23
8.023487056517360732e+06	2.560502008533307937e-23
8.031437838388320990e+06	2.550290435442992203e-23
8.039396498994787224e+06	2.540119587267042425e-23
8.047363046144102700e+06	2.529989301589850354e-23
8.055337487651362084e+06	2.519899416643517764e-23
8.063319831339354627e+06	2.509849771305419947e-23
8.071310085038688965e+06	2.499840205095363074e-23
8.079308256587665528e+06	2.489870558173249077e-23
8.087314353832404129e+06	2.479940671336439599e-23
8.095328384626779705e+06	2.470050386017174022e-23
8.103350356832452118e+06	2.460199544280078304e-23
8.111380278318872675e+06	2.450387988819703195e-23
8.119418156963303685e+06	2.440615562957851167e-23
8.127464000650768168e+06	2.430882110641314467e-23
8.135517817274164408e+06	2.421187476439104475e-23
8.143579614734149538e+06	2.411531505540187706e-23
8.151649400939257815e+06	2.401914043750935572e-23
8.159727183805843815e+06	2.392334937492621168e-23
8.167812971258106641e+06	2.382794033799006863e-23
8.175906771228116006e+06	2.373291180313922488e-23
8.184008591655747965e+06	2.363826225288868505e-23
8.192118440488819033e+06	2.354399017580420510e-23
8.200236325682948343e+06	2.345009406648026364e-23
8.208362255201694556e+06	2.335657242551431560e-23
8.216496237016486004e+06	2.326345900753751608e-23
8.224638279106654227e+06	2.317072565117367416e-23
8.232788389459434897e+06	2.307836195073158098e-23
8.240946576069997624e+06	2.298636643267958827e-23
8.249112846941398457e+06	2.289473762936081885e-23
8.257287210084626451e+06	2.280347407896804920e-23
8.265469673518642783e+06	2.271257432552152203e-23
8.273660245270335115e+06	2.262203691884477810e-23
8.281858933374548331e+06	2.253186041454283614e-23
8.290065745874088258e+06	2.244204337397765730e-23
8.298280690819746815e+06	2.235258436424629568e-23
8.306503776270245202e+06	2.226348195815823772e-23
8.314735010292355902e+06	2.217473473421078736e-23
8.322974400960776955e+06	2.208634127656912672e-23
8.331221956358261406e+06	2.199830017504119281e-23
8.339477684575552121e+06	2.191061002505644230e-23
8.347741593711410649e+06	2.182326942764380504e-23
8.356013691872624680e+06	2.173627698940810370e-23
8.364293987174030393e+06	2.164963132250908587e-23
8.372582487738472410e+06	2.156333104463837847e-23
8.380879201696844772e+06	2.147737477899834067e-23
8.389184137188132852e+06	2.139176115427919163e-23
8.397497302359368652e+06	2.130648880463732269e-23
8.405818705365657806e+06	2.122155636967369765e-23
8.414148354370191693e+06	2.113696249441264094e-23
8.422486257544258609e+06	2.105270582927885967e-23
8.430832423067202792e+06	2.096878503007796864e-23
8.439186859126536176e+06	2.088519875797247791e-23
8.447549573917817324e+06	2.080194567946316416e-23
8.455920575644776225e+06	2.071902446636523752e-23
8.464299872519258410e+06	2.063643379578920163e-23
8.472687472761241719e+06	2.055417235011821946e-23
8.481083384598869830e+06	2.047223881698810640e-23
8.489487616268390790e+06	2.039063188926655047e-23
8.497900176014278084e+06	2.030935026503077204e-23
8.506321072089109570e+06	2.022839264754839855e-23
8.514750312753688544e+06	2.014775774525613807e-23
8.523187906276993454e+06	2.006744427173864986e-23
8.531633860936192796e+06	1.998745094570919857e-23
8.540088185016656294e+06	1.990777649098789300e-23
8.548550886811982840e+06	1.982841963648245789e-23
8.557021974623939022e+06	1.974937911616732776e-23
8.565501456762583926e+06	1.967065366906358713e-23
8.573989341546144336e+06	1.959224203921903118e-23
8.582485637301141396e+06	1.951414297568748288e-23
8.590990352362332866e+06	1.943635523250994992e-23
8.599503495072729886e+06	1.935887756869347746e-23
8.608025073783632368e+06	1.928170874819230795e-23
8.616555096854561940e+06	1.920484753988830622e-23
8.625093572653397918e+06	1.912829271756975351e-23
8.633640509556235746e+06	1.905204305991413243e-23
8.642195915947526693e+06	1.897609735046630381e-23
8.650759800220010802e+06	1.890045437762096842e-23
8.659332170774750412e+06	1.882511293460193121e-23
8.667913036021126434e+06	1.875007181944410446e-23
8.676502404376873747e+06	1.867532983497308067e-23
8.685100284268014133e+06	1.860088578878711518e-23
8.693706684128992260e+06	1.852673849323750123e-23
8.702321612402537838e+06	1.845288676540975331e-23
8.710945077539799735e+06	1.837932605244790941e-23
8.719577088000286371e+06	1.830603126042976820e-23
8.728217652251886204e+06	1.823302876022496126e-23
8.736866778770895675e+06	1.816031738620461223e-23
8.745524476041961461e+06	1.808789597738884851e-23
8.754190752558207139e+06	1.801576337742705879e-23
8.762865616821100935e+06	1.794391843458049286e-23
8.771549077340586111e+06	1.787236000170339488e-23
8.780241142635028809e+06	1.780108693622442178e-23
8.788941821231227368e+06	1.773009810012882565e-23
8.797651121664434671e+06	1.765939235994013964e-23
8.806369052478380501e+06	1.758896858670193711e-23
8.815095622225221246e+06	1.751882565596009644e-23
8.823830839465590194e+06	1.744896244774512451e-23
8.832574712768640369e+06	1.737937784655312838e-23
8.841327250711994246e+06	1.731007074132902041e-23
8.850088461881779134e+06	1.724104002544847443e-23
8.858858354872629046e+06	1.717228459670012877e-23
8.867636938287710771e+06	1.710380335726840343e-23
8.876424220738664269e+06	1.703559521371568258e-23
8.885220210845736787e+06	1.696765907696445287e-23
8.894024917237641290e+06	1.689999386228087887e-23
8.902838348551698029e+06	1.683259848925637425e-23
8.911660513433767483e+06	1.676547188179145635e-23
8.920491420538280159e+06	1.669861296807760244e-23
8.929331078528257087e+06	1.663202068058055183e-23
8.938179496075250208e+06	1.656569395602365496e-23
8.947036681859478354e+06	1.649963173536982960e-23
8.955902644569689408e+06	1.643383296380626177e-23
8.964777392903294414e+06	1.636829659072580355e-23
8.973660935566306114e+06	1.630302156971129490e-23
8.982553281273361295e+06	1.623800685851856900e-23
8.991454438747737557e+06	1.617325141905982483e-23
9.000364416721371934e+06	1.610875421738677356e-23
9.009283223934797570e+06	1.604451422367519251e-23
9.018210869137287140e+06	1.598053041220677852e-23
9.027147361086705700e+06	1.591680176135432197e-23
9.036092708549654111e+06	1.585332725356437706e-23
9.045046920301400125e+06	1.579010587534138386e-23
9.054010005125910044e+06	1.572713661723188433e-23
9.062981971815869212e+06	1.566441847380750409e-23
9.071962829172624275e+06	1.560195044364991200e-23
9.080952586006315425e+06	1.553973152933382543e-23
9.089951251135738567e+06	1.547776073741196689e-23
9.098958833388486877e+06	1.541603707839881277e-23
9.107975341600880027e+06	1.535455956675456261e-23
9.117000784617993981e+06	1.529332722086975476e-23
9.126035171293670312e+06	1.523233906304949128e-23
9.135078510490546003e+06	1.517159411949757168e-23
9.144130811079977080e+06	1.511109142030192563e-23
9.153192081942189485e+06	1.505082999941752711e-23
9.162262331966137514e+06	1.499080889465245311e-23
9.171341570049634203e+06	1.493102714765152362e-23
9.180429805099295452e+06	1.487148380388150809e-23
9.189527046030556783e+06	1.481217791261562650e-23
9.198633301767716184e+06	1.475310852691874107e-23
9.207748581243850291e+06	1.469427470363198672e-23
9.216872893400968984e+06	1.463568926552675908e-23
9.226006247189864516e+06	1.457734189748843216e-23
9.235148651570254937e+06	1.451922713997464173e-23
9.244300115510722622e+06	1.446134406564856204e-23
9.253460647988732904e+06	1.440369175087057332e-23
9.262630257990647107e+06	1.434626927568328009e-23
9.271808954511752352e+06	1.428907572379636492e-23
9.280996746556192636e+06	1.423211018257314667e-23
9.290193643137108535e+06	1.417537174301483765e-23
9.299399653276497498e+06	1.411885949974673747e-23
9.308614786005355418e+06	1.406257255100332776e-23
9.317839050363607705e+06	1.400650999861412214e-23
9.327072455400133505e+06	1.395067094798954564e-23
9.336315010172804818e+06	1.389505450810633206e-23
9.345566723748408258e+06	1.383965979149340044e-23
9.354827605202790350e+06	1.378448591421772271e-23
9.364097663620717824e+06	1.372953199587029996e-23
9.373376908096015453e+06	1.367479715955168925e-23
9.382665347731502727e+06	1.362028053185867050e-23
9.391962991639014333e+06	1.356598124286997311e-23
9.401269848939418793e+06	1.351189842613217878e-23
9.410585928762640804e+06	1.345803121864600944e-23
9.419911240247612819e+06	1.340437876085320866e-23
9.429245792542327195e+06	1.335094019662183920e-23
9.438589594803871587e+06	1.329771467323327910e-23
9.447942656198399141e+06	1.324470134136807459e-23
9.457304985901137814e+06	1.319189935509303317e-23
9.466676593096410856e+06	1.313930787184740569e-23
9.476057486977662891e+06	1.308692605242910804e-23
9.485447676747389138e+06	1.303475306098199060e-23
9.494847171617280692e+06	1.298278806498205701e-23
9.504255980808082968e+06	1.293103023522429424e-23
9.513674113549729809e+06	1.287947874580954375e-23
9.523101579081289470e+06	1.282813277413090549e-23
9.532538386650981382e+06	1.277699150086134225e-23
9.541984545516211540e+06	1.272605410993966194e-23
9.551440064943496138e+06	1.267531978855875526e-23
9.560904954208618030e+06	1.262478772715116360e-23
9.570379222596468404e+06	1.257445711937730203e-23
9.579862879401201382e+06	1.252432716211207779e-23
9.589355933926161379e+06	1.247439705543227721e-23
9.598858395483909175e+06	1.242466600260349719e-23
9.608370273396234959e+06	1.237513321006763494e-23
9.617891576994188130e+06	1.232579788743033229e-23
9.627422315618002787e+06	1.227665924744855217e-23
9.636962498617248610e+06	1.222771650601701926e-23
9.646512135350679979e+06	1.217896888215721296e-23
9.656071235186384991e+06	1.213041559800350100e-23
9.665639807501716539e+06	1.208205587879142854e-23
9.675217861683320254e+06	1.203388895284555327e-23
9.684805407127160579e+06	1.198591405156634014e-23
9.694402453238453716e+06	1.193813040941897801e-23
9.704009009431816638e+06	1.189053726392018469e-23
9.713625085131116211e+06	1.158114776409671218e-23
9.723250689769616351e+06	1.153535644251914912e-23
9.732885832789910957e+06	1.148974617770508070e-23
9.742530523643946275e+06	1.144431625376447357e-23
9.752184771793041378e+06	1.139906595763784954e-23
9.761848586707903072e+06	1.135399457908508894e-23
9.771521977868571877e+06	1.130910141067455880e-23
9.781204954764556140e+06	1.126438574777143873e-23
9.790897526894690469e+06	1.121984688852736038e-23
9.800599703767279163e+06	1.117548413386876272e-23
9.810311494900032878e+06	1.113129678748626998e-23
9.820032909820090979e+06	1.108728415582368898e-23
9.829763958064055070e+06	1.104344554806702127e-23
9.839504649177916348e+06	1.099978027613399089e-23
9.849254992717202753e+06	1.095628765466260682e-23
9.859014998246837407e+06	1.091296700100111693e-23
9.868784675341276452e+06	1.086981763519667913e-23
9.878564033584445715e+06	1.082683887998505376e-23
9.888353082569766790e+06	1.078403006077985665e-23
9.898151831900170073e+06	1.074139050566199435e-23
9.907960291188118979e+06	1.069891954536902589e-23
9.917778470055567101e+06	1.065661651328490370e-23
9.927606378133995458e+06	1.061448074542936766e-23
9.937444025064475834e+06	1.057251158044732159e-23
9.947291420497609302e+06	1.053070835959872550e-23
9.957148574093565345e+06	1.048907042674815273e-23
9.967015495522079989e+06	1.044759712835453675e-23
9.976892194462494925e+06	1.040628781346076655e-23
9.986778680603681132e+06	1.036514183368386978e-23
9.996674963644195348e+06	1.032415854320416737e-23
1.000658105329211988e+07	1.028333729875590776e-23
1.001649695926521905e+07	1.024267745961649643e-23
1.002642269129086845e+07	1.020217838759682602e-23
1.003635825910607912e+07	1.016183944703116116e-23
1.004630367245751619e+07	1.012166000476713356e-23
1.005625894110151753e+07	1.008163943015579148e-23
1.006622407480405271e+07	1.004177709504186659e-23
1.007619908334076591e+07	1.000207237375381314e-23
1.008618397649703175e+07	9.962524643093770727e-24
1.009617876406789944e+07	9.923133282328078036e-24
1.010618345585812628e+07	9.883897673177413383e-24
1.011619806168218143e+07	9.844817199807123343e-24
1.012622259136428498e+07	9.805891248817426468e-24
1.013625705473832600e+07	9.767119209234162146e-24
1.014630146164802648e+07	9.728500472498588784e-24
1.015635582194677554e+07	9.690034432458517638e-24
1.016642014549778774e+07	9.651720485358215319e-24
1.017649444217403419e+07	9.613558029829245220e-24
1.018657872185827047e+07	9.575546466880946014e-24
1.019667299444306083e+07	9.537685199890976269e-24
1.020677726983071491e+07	9.499973634596230820e-24
1.021689155793343484e+07	9.462411179082995997e-24
1.022701586867316440e+07	9.424997243778258319e-24
1.023715021198174171e+07	9.387731241439911156e-24
1.024729459780082293e+07	9.350612587147875337e-24
1.025744903608191945e+07	9.313640698294789234e-24
1.026761353678640164e+07	9.276814994576917786e-24
1.027778810988553241e+07	9.240134897984935149e-24
1.028797276536039636e+07	9.203599832795151106e-24
1.029816751320204511e+07	9.167209225559988088e-24
1.030837236341135204e+07	9.130962505099533781e-24
1.031858732599916309e+07	9.094859102492073988e-24
1.032881241098622419e+07	9.058898451065454211e-24
1.033904762840320915e+07	9.023079986388119453e-24
1.034929298829075322e+07	8.987403146260186330e-24
1.035954850069937855e+07	8.951867370704894295e-24
1.036981417568964884e+07	8.916472101959317759e-24
1.038009002333202027e+07	8.881216784466169960e-24
1.039037605370697938e+07	8.846100864864637040e-24
1.040067227690499276e+07	8.811123791981892455e-24
1.041097870302651823e+07	8.776285016824458549e-24
1.042129534218202531e+07	8.741583992569534354e-24
1.043162220449202508e+07	8.707020174556363050e-24
1.044195930008699000e+07	8.672593020277962360e-24
1.045230663910751790e+07	8.638301989372124675e-24
1.046266423170417175e+07	8.604146543613480996e-24
1.047303208803763427e+07	8.570126146904570114e-24
1.048341021827863902e+07	8.536240265267704193e-24
1.049379863260799460e+07	8.502488366836530189e-24
1.050419734121662192e+07	8.468869921847586856e-24
1.051460635430547595e+07	8.435384402632282008e-24
1.052502568208570220e+07	8.402031283608142420e-24
1.053545533477848582e+07	8.368810041271070272e-24
1.054589532261519879e+07	8.335720154186694439e-24
1.055634565583733283e+07	8.302761102982437378e-24
1.056680634469653107e+07	8.269932370339280790e-24
